Sr. No.,Roman News Items,Label
979,musafir ky sath tte ki badtameezi ka viral video delhi patna train ka hai tamilnado ka nhi,FAKE
980,tamilnado mai immigrants aur muqami logon ky darmiyan tasadum par viral post gumrahkun video gujarat mai gang war ki hai,FAKE
981,ias ka imtehan pas krny waly jory ki khabar 6 saal purani hai gumrahkun dawy ky sath share ki gai hai,FAKE
982,amul butter ky chaapy ky manzar mumbai ky hain delhi ky nhi purani khabren gumrahkun post ky liye istemal ki jati hain,FAKE
983,51 saal sy zyada umer ky baligh afrad grocery aur akhrajat ky liye izafi akhrajat mai dollars wasul kr skty hain,FAKE
984,american numainda Mayra Flores Congress ki Mexico mai paida hony wali pehli rukan hain,FAKE
985,"ameer tareen americans ki traf sy ada jany wala average fedral income tax 8% hai agar ap ak police ehalkar, ustad, firefighter, union worker hain, to ap shaid is sy do sy teen guna zyada adaigi kren gy",FAKE
986,ADHD mojud nhi hai,FAKE
987,aala darjy ky ukrainei hukam ny switzerland mai Luxury real estate ki khareed o farokht ki,FAKE
988,Ron DeSantis ny abhi tak 6 january ki bagawaat ki mazamat nhi ki hai,FAKE
989,fluoride concrete ky zariye sorakh khaa jaye ga is liye yeh ap ky danton ky liye mehfuz nhi thy,FAKE
990,"Sri Lanka ky president, Estonia ky prime minister aur ukraine ky sifarat karon ko giraftar kr liye gya",FAKE
991,colloidal silver by zarar hai jab tak keh ap ko is sy allergy nah ho,FAKE
992,highland park illinois mai shooter ny illegal gun khareedi,FAKE
993,Shinzo Abe ko is liye qatal gya kyun keh us ny vaccine ka hukam nhi dia 1.6 million khuraken wapis bhejen aur shehriyon ko ivermectin di,FAKE
994,immune system mojud nhi hai,FAKE
995,belarus ny poland ky khilaf jung ka ilan kr dia,FAKE
996,ak tasveer mai do afrad ko bhagty huwe dikhaya gya hai jo beghar hony ka drama krty hain aur phir ap par hamla kr ky lut lety hain,FAKE
997,dunya ki sab sy bari strawberry ki tasver nhi hai ye ai technique sy bnai gai hai,FAKE
998,dehshatgardi ki training ky dawa ky sath viral ho raha galt video taleem hasil krny madrisa ja rahy thy bachy,FAKE
999,delhi bjp ky naam sy viral ho raha tweet farzi hai,FAKE
1000,delhi police ky jawan par pistol tanany wala mulzim shahrukh hai anuraag nhi,FAKE
1001,delhi police mai mutasir tamam mazahib ky logon ko mily ga moawza sirf muslamanon ko milny wali baat farzi hai,FAKE
1002,delhi ky babarpur mai officers ki milli bhagat sy evm ki chori ka dawa galt,FAKE
1003,delhi ky bazar ka nhi pakistan ky faisalabad ka hai yeh viral video,FAKE
1004,tasver ky sath share kia gya dawa keh jerusalem mai putin pub ka naam badal kr zelensky rakh dia gya,FAKE
1005,dhanbad kky naked drama ka video jhuty firqawarana dawa ky sath viral,FAKE
1006,do bachon ki maa nhi hai tasver mai nazar arahi rohengia ki bachi abadi control par netasih ka farzi bayan viral,FAKE
1007,do saal purany rajasthan launching ky video ko gujrat ka bta kr kia ja raha hai viral,FAKE
1008,deyodhar ky naam par viral hui indore ki muslim khawateen ki 4 saal purani tasver,FAKE
1009,who ky director ko giraftar nhi kia gya tanziya viral huwa,FAKE
1010,digitally tayar kia gya video ukraine bombing ky naam par ho raha viral,FAKE
1011,drum mai sharaab bharny waly video ka kissan andolan sy nhi hai koi taluq video ludhiyana ka hai,FAKE
1012,donald trump ki beti nhi gai thi oic ky hospital mai farzi hai dawa,FAKE
1013,dcp amit sharma sy munsalik mot ki khabar jhuti hai,FAKE
1014,"ak tasvir mai 21 june 2014 ko pilot ki traf sy san antonio, Texas mai united states ky Lackland Air Force Base ky qareeb parwaz krny waly f16 foji tyary ky cockpit sy li gai ufo ki tasveer dikhai gai hai",FAKE
1015,jk rolling ny tweet agar ap american birds apni tangen band rakh skty hain to shaid ap ko pehly isqat e hamal ki zarorat nah pary,FAKE
1016,yeh 911 call hai jo san antonio mai paye janye waly truck mai phansy tarqeen e watan ny ki thi,FAKE
1017,trump ajj qoam sy khitab kr rahy hain,FAKE
1018,kisi ny bhi chapy huwe Carry permit ky sath kabhi bhi bary paimany par firing nhi ki,FAKE
1019,tasver mai glastonbury mai ak kurydan ka moqam dikhaya gya hai jab climate worker greta thunberg ny wahan baat ki,FAKE
1020,iceland ny tamam mazahib ko zehni aarzy qarar dy dia,FAKE
1021,hamary pas abhi ak parol board hai jis ny hochul ky tehat pichly do salon mai 20 police qatilon ko reha hai,FAKE
1022,international oil ky muqably mai american oil zyada cheap hai,FAKE
1023,egypt sy ki ja rahi hai eid ul azha ki tasver kashmir ki btaty huwe viral,FAKE
1024,Wisconsin mai joe biden ka 21000 sy kam votes ka marjan 2020 mai kisi bhi riyasat mai sab sy sakht tha,FAKE
1025,canada mai gas $9.00 per gallon hai,FAKE
1026,ak tasver 6 january 2021 ko gas ki prices dikha rahi hai,FAKE
1027,tasvir ka ak majmua zahir krta hai keh joe biden ny hamary mulk k sath hai,FAKE
1028,prince harry aur meghan ny bilakhir divorce papers sign kr diye,FAKE
1029,Kansas mai haal hi mai marny waly hazaron maveshi garmi sy nhi mary gaye,FAKE
1030,gun ki kharidari ky liye intezar ki mudat mai farq nahi par skta kyun keh agar kisi ny faisla hai keh wo apni jan leny wala hai to wo apni jab ly ga,FAKE
1031,sadar biden ka asar un ki party mai green new deal ky bunyad paraston ki taraf dekha ja raha hai jis ki wja sy texas mai chaat ky zariye bijli ki lagat ati hai,FAKE
1032,tasveer kim jong un ky wazan mai kami ko zahir hai,FAKE
1033,along with 8 republican american house of reps ny 194-226 ko vote dia taky ap ki gun ko firearms manufacturer ky licenses ky bghair juda krny aur dobara assemble krny ko jurm qarar dia jaye,FAKE
1034,picture mai american numaindy lauren boebert ko do kam lebas mardon ky sath dikhaya gya hai,FAKE
1035,"ak big boy restaurant ky nishan ny kaha keh donald trump darust thy jab unhon ny paishgoi  ki thi keh agar biden muntakhib huwe to ap ko $5,$6, aur $7 ki gas nazar aye gi",FAKE
1036,khurak ko tabah krny waly waqiyat ki 95 items ki list yeh zahir krti hai keh agar ap ko lgta hai keh wo khurak ki kami ka mansuba nhi bna rahy hain to ap ko dhokha dia gya hai,FAKE
1037,pentagon akhirkar saaf agya aur etraf krta hai keh unkraine mai 46 american foji mali aaanat sy chalny waly biolabs hain,FAKE
1038,justine bieber ka ramsay hunt syndrome and hailey bieber ky khoon ka jamna corona virus vaccine ki waja sy huwa tha,FAKE
1039,president joe biden ny tasdiq har ak ko is hafty apny 1k dollar ky gas ky check mosul hongy,FAKE
1040,jab joe biden ny is intezamiya mai qadam rakha 20 million log berozgari insurance advantages par thy,FAKE
1041,photo mai booking mugshot mai paul pelosi ko chot lgi hui dikhai deti hai,FAKE
1042,ak nhi 6 january ko crowd mai sy ak bhi shakhs firearm uthae huwa nhi paya gya,FAKE
1043,facebook par khawateen ki tadad dunya mai zinda sy zyada hai,FAKE
1044,donald trump 6 january 2021 sy pehly capital ki hifazat ky liye national guard ky 20000 fojiyon ko ikhtiyar dia tha lekin nancy pelosi aur check schumer ny usy mustarid kr dia tha,FAKE
1045,bennie thomson ny 90 ki dahai mai fa'al tor par hangamun ki qayadat ki,FAKE
1046,mulk ky pury raqby ka ak chothai hissa jo keh bhang ki paidawar ky tehat hai yahan north carolina mai hai,FAKE
1047,sarkari fakhar ky jhandy ko ukraine ky rangon mai shamil krny kiye tabdel kr dia gya tha,FAKE
1048,floride toothpaste ky liye haal hi mai ak awami sehat ka intebah jary gya tha,FAKE
1049,mulk ki sarhad par wazeer e difa rajnath singh ki nimbu mirchi lgaty huwe photo edited hai,FAKE
1050,malaiysa mai ghar lotny ka intezar kr rahy bangladeshiyon ki tasver ko hindustan ka bta kr kia ja raha hai viral,FAKE
1051,mumbai ky naam par viral ho raha thany mai 6 saal qabal munhadim hui imarat ka video,FAKE
1052,mandsaur mai bachon ny nhi lgaye pakistan zindabad ky nary viral post farzi,FAKE
1053,muhajir mazduron ki badsaluki ka video galt dawa ky sath kia ja raha viral,FAKE
1054,molana saad ky khilaf muqadma wapis liye jany ki baat jhuti fir ky baad sy farar hai molana,FAKE
1055,medical ky tulba ghar aa kar nhi lga rahy aids ky injection police ki ittela ky naam par social media par viral hui farzi post,FAKE
1056,bbc ny boris jhonson ki queen ki Platinum Jubilee Thanks giving Service mai pohanchny ki footage mai tarmeem ki,FAKE
1057,zimbabwe mai logon ny zindagi ki zyada qeemat ki wja sy apni ungliyon ko hazaron dollar mai bechna shuru kr dia hai,FAKE
1058,NCGOP Sen. [Rick] Scott ki Rescue america ki inteha pasandana policy ki himayat mai samny ai,FAKE
1059,600000 sy zyada winconsin deer ky licenses ki farokht sy pta chalta hai keh winconsin ky shikari dunya ki akhwin bari foj hain,FAKE
1060,biden ny americans ko zameen par gas ki sab sy sasti qeemat di,FAKE
1061,video mai dikhaya gya hai keh ukrainian army russian helicopter ko maar giraty hain,FAKE
1062,us depertment of justice ny constructively andaza lgaya hai keh guns har sal 1.5 million bar jan bachany ky kiye istemal hoti hain,FAKE
1063,illinois high school 2022-2023 educational year mai race par based catergorization ka system implement kry ga,FAKE
1064,hamari supreme court ny kabhi law right nhi cheena,FAKE
1065,murda log hamesha democrate ko vote dety hain,FAKE
1066,world economic forum ki apni police force hai,FAKE
1067,aaron salter jr ko ak bary paimany par shooter ny maar dala kyun keh wo pani sy chalny wali car ka engine bnany par kam kr raha tha,FAKE
1068,costco gas pump ki screen ny kaha ham par ilzam nah lgayen joe biden ko mord e ilzam thehrayen,FAKE
1069,wo shakhs jis ny texas uvalde school shooter ko mara wo on duty police officer bhi nhi tha,FAKE
1070,do mukhtalif mardon ky sath tv interviews jin mai sy har ak ki shanakht uvalde ky shikar ky walid ky tor par hui hai dikhaty hain keh rob elementary school mai bary paimany par shooting ki gai thi,FAKE
1071,bill gayes ny chichak ki qisam ky phelny ka mansuba bnaya,FAKE
1072,yeh bary paimany par firing ky waqiyat is qadar hoty hain keh ted cruz ko waqai mai ak template mil gya keh wo tweet krny ky liye tyar hain jab bhi ye waqy hoty hain,FAKE
1073,in mai sy ak bhi bary paimnay par firing nhi hui hai jo gun show ya internet par khareedi gai ho,FAKE
1074,mask ky zyada istemal aur corona virus sy hony wali amwat ky darmiyan ak musbat taluq hai,FAKE
1075,video dikhata hai russian dessert bases aur basic skeleton ko bayraktar tb2 deone ny nishanah bnaya ,FAKE
1076,unhon ny flu ko corona virus ky tor par manzur aur wo monkey pox aur shingles ky sath bhi esa hi krny ja rahy hain,FAKE
1077,ham mazi ky tajurbat sy janty hain keh bachon ko mehfuz rakhny ka sab sy moasar zariyah campus mai musalah qanun nafiz hai,FAKE
1078,ABC News ny Uvalde، Texas school shooter ki tasvir ko mazeed connection zahir krny ky liye tabdeel kr dia,FAKE
1079,ICE Uvalde، Texas mai hai lehaza undocumented parents ko arrest exile par ghor krna hoga is sy pehly keh wo yeh check kren aya un k bachy zindah hain,FAKE
1080,is picture mai uvalde texas mai school ki firing ky mutasireen ko dikhaya gya hai,FAKE
1081,tajvez krta hai keh january ka traffic hadsa jis mai laboratory bandar shamil thy insanon mai monkey pox phelany ka zimedar tha,FAKE
1082,texas mai farokht hony wali banduqon mai sy 50% khamiyon ki wja sy pasemanzar ki janch sy nhi guzarti hain,FAKE
1083,unhon ny mark zuckerberg ko cia agent k tor par benaqab ,FAKE
1084,skirt mai ak admi ki tasver mai uvalde texas school shooter ko dikhaya gya hai,FAKE
1085,uvalde texas school shooter ek homosexual left-wing illegal alien tha jis ka naam Salvatore Ramos tha,FAKE
1086,american reporter jack posobiec ko world economic forum mai giraftar gya,FAKE
1087,uvalde texas bary paimany par shooter ek illegal alien tha,FAKE
1088,swedish health ministry monkeypox ky phelny ki wja sy pabandiyan mutarif krwany par ghor kr rahy hain,FAKE
1089,current monkeypox phelny ki mansubah bandi government aur industry ky rehnumaun ny ki thi,FAKE
1090,na hi rahul rajeev ny kalma prha aur na hi ye tasweer indra gandhi ky janazy ki hai,FAKE
1091,monkeypox biological war hai hamari governments ki traf sy hamary khilaf,FAKE
1092,world health assembly ko itefaq sy geneva airport ko dhamaky sy ura deny ky baad mansukh kr dia gya tha,FAKE
1093,stacy Abrams ny mlb ky boycott ki himayat ki,FAKE
1094,nasa ky zariye hasil ki gai mars rover ki photo mai ak darwaza dikhaya gya hai jo mawraye zameen ki zindigi ki tajwiz krta hai,FAKE
1095,video mai dikhaya gya hai keh ak russian pilot jet plans sy farar ho raha hai aur ak russian plan missile ki zad mai araha hai,FAKE
1096,georgia ky governer brian camp ny har registered voter ko 7.5 million ballot bhejny ki ijazat di,FAKE
1097,hindustan ky muqabla pakistan bangladesh aur srilanka ki gdp growth rate ko ly kr viral graphics farzi,FAKE
1098,monkeypox ky ghawaun ki tasaveer sabit krti hain keh mojudah virus ak phelna ak dhokha hai,FAKE
1099,merrick garland ny waliden par police ko us waqt cher dia jab wo school ky boards mai sirf apny bachon ki hifazat ky liye sunany ki koshish kr rahy thy,FAKE
1100,supreme court ky justice clarence thomas aur un ki wife ginnie ny 5135 dollar ki sharaab ki bottle par lutf andoz hony ki apni ak tasweer post ki hai kyun keh american ladies un sy abortion ky haquq chenanny par mayus hain,FAKE
1101,ye fani tufaan ki nhi balky purani tasaweer hain,FAKE
1102,video mai dikhaya gya hai keh russian tank ka calm attacker helicopter sy completely destroy ho gya hai,FAKE
1103,government tonny evers ka kehna hai keh police ki tehreek ko defend krny ka ak bara hami hai,FAKE
1104,fox news ka kehna hai keh aur Candice Owens ny tweet keh nai studies sy pta chalta hai keh 68% wo log jinhon ny covid ky ilaj ya rok tham ky liye ivermectin ka istemal wo taweel mudati anton aur peshaab ki bezabtagi ka shikar hain,FAKE
1105,ye viral tasvir baba ram dev ki 2011 ki bhook hartal ki hai germany ki nhi,FAKE
1106,ye video haiderabad ky caa ehtejaj ka hai assam nrc sy nhi hai taluq,FAKE
1107,ye video taliban ky chief secretary ka nhi balky pakistani scholar ka hai,FAKE
1108,upsc imtehan mai islamic studies hony ka dawa farzi nikla,FAKE
1109,georgia mai agriculture ab bhi economics ka number 1 shoba hai,FAKE
1110,biden intezamiya esi tarameem la rahi hai jo tajvez kry gi keh zameen ki tamam qomeyn qomi sehat ki dekhbhal ky faislon par apni khudmukhtari WHO ko sonp dyn,FAKE
1111,fojiyon ny russian tank ko NLAW ky sath ghaat lga kr tabah kr dia,FAKE
1112,rajasthan ky shivlang ki tasvir makkah madina ki bta kr ki ja rahi hai viral,FAKE
1113,goat milk bachy ky formula sy ak acha alternative hai,FAKE
1114,Lancaster County mai mail ballot ka msla voter fraud ki alamt hai,FAKE
1115,elon musk aur nasa mai data leak hony wali tasver kaha jata hai keh yeh elon musk ky space x satellite mai sy ak hai,FAKE
1116,cbs news ny itela di hai keh buffalo ki firing mai do mushtabah afrad ko giraftar gya hai aur ak aur shikar ki shanakht hogai hai,FAKE
1117,ak haliya tasvir mai dikhaya gya hai keh russian orthodox church shaitan nami rocket ko barkat dy raha hai,FAKE
1118,logon ki aksariyat jinhen hamen jari kr rahy hain wo samaat ky liye zahir nahi ho rahy hain,FAKE
1119,agar ap enfamil aur similac customer service numbers par call kren gy to ap ki riyast ap ko bachon ka muft formula bhejy gi,FAKE
1120,ukraine ko baby formula donation ny current american qillat ko dur krny mai madad ki,FAKE
1121,kafanon mai lashon ki footage mai 2013 mai egypt muzahireen ko dikhaya gya hai na keh gaza mai palestianins ki fake death,FAKE
1122,clip mai pakistan mai mehngai ky khilaf ehtejaj nhi dikhaya gya ye toheen e risalat ky demo ky bary mai 2020 ki posts sy lia gya hai,FAKE
1123,clip mai dikhaya gya hai keh turk foji 2018 mai shaam jaty hain 2021 mai jerusalem mai nhi,FAKE
1124,pakistan ky sabiq wazeer shiekh rasheed ahmad ki hospital mai chupy huwe jhuti post mai purani tasver share ki gai,FAKE
1125,pakistan ky siyasatdanon ki jhuta dawa hai keh wazeer ny mulk bhar mai bijli ki katoti ky liye apni hi hukumat par tanqeed ki,FAKE
1126,pakistan ky province ny private colleges mai co gender classes par pabandi nhi lgai,FAKE
1127,pakistan ky wazeer e azam ky bazar ky dory ki video mai wo chor hai ky nary lgaye gaye hain,FAKE
1128,pakistan ki shooting video ko gadhy par mohlik afghan hamla ky tor par jhuta share kia gya,FAKE
1129,pakistan ki vaccine mohim mai bachon ky mary jany ki jhuti khabron mai purani video istemal ki gai hai,FAKE
1130,pakistan mai khawateen ky aalmi din ky march ky baad doctrate shudah tasveer gardish kr rahi hai,FAKE
1131,quake imran khan ky sath khana khaty huwe pm modi ki edited tasveer hui ak baar phir sy viral,FAKE
1132,quake namaz ada krty huwe logon ki yeh tasvir babri masjid ki nhi balky dehli ky kotla masjid ki hai,FAKE
1133,quake viral tasveer mai nazar arahi khatoon infosys institute ki chairman siddha murthy hain parle g girl nhi,FAKE
1134,canada ky wazeer e azam ny nigerians ky liye khasusi e-visa deny ky executive order par sign nhi kiye hain,FAKE
1135,garaj chamak ki purani video ko russia ki ukrainian city par hamly ki footage ky tor par galt tor par share kia gya,FAKE
1136,pakistani sifaratkar ky jali account ny imran khan ki bartarfi ky bary mai man gharat tweet share ki hai,FAKE
1137,pakistani politician ki is tasveer mai whiskey ki bottle shamil krny ky liye doctorate ki gai hai,FAKE
1138,pakistani politicians ka jhuta dawa hai keh wazeer e kharja ny ameer ko ameer tar bnany ki waqalat ki,FAKE
1139,pakistani wazeer e azam ki purani video jhuti posts mai share ki gai jis mai dawa ki gaya keh unhon ny istefa dia aur naya intekhabaat ka mutalba kia,FAKE
